Report ID,Report Version,Reporting Entity,Report Type,Report Month,Report Year,Report Submission Date,VIN,VIN Decoded,Serial Number,Make,Make - Unknown,Model,Model - Unknown,Model Year,Model Year - Unknown,Same Vehicle ID,Driver / Operator Type,Automation Feature Version,Automation Feature Version CBI,Automation System Engaged?,Engagement Status,Operating Entity,Operating Entity - Unknown,Source - Complaint/Claim,Source - Telematics,Source - Law Enforcement,Source - Field Report,Source - Testing,Source - Media,Source - Internal Process Review,Source - NHTSA VOQ,Source - Other - See Narrative,Source - Other Entity,Source - State or Other Agency,Incident Date,Incident Date - Unknown,Incident Time (24:00),Incident Time - Unknown,Same Incident ID,Latitude,Latitude - Unknown,Longitude,Longitude - Unknown,Address,Zip Code,Roadway Type,Roadway-Degraded Surface,Roadway-Missing/Degraded Marking,Roadway-No Unusual Conditions,Roadway-Other-See Narrative,Roadway-Traffic Incident,Roadway-Unknown,Roadway-Wet Surface Condition,Roadway-Work Zone,Weather - Clear,Weather - Snow,Weather - Cloudy,Weather - Partly Cloudy,Weather - Fog/Smoke/Haze,Weather - Rain,Weather - Severe Wind,Weather - Dust Storm,Weather - Severe Hurricane,Weather - Structure-Indoor,Weather - Unk - See Narrative,Crash With,Highest Injury Severity Alleged,CP Pre-Crash Movement,CP Contact Area - Rear Left,CP Contact Area - Left,CP Contact Area - Front Left,CP Contact Area - Rear,CP Contact Area - Top,CP Contact Area - Front,CP Contact Area - Rear Right,CP Contact Area - Right,CP Contact Area - Front Right,CP Contact Area - Bottom,CP Contact Area - Unknown,SV Pre-Crash Movement,Any Air Bags Deployed?,Was Any Vehicle Towed?,Were All Passengers Belted?,SV Precrash Speed (MPH),SV Pre-crash Speed - Unknown,SV Contact Area - Rear Left,SV Contact Area - Left,SV Contact Area - Front Left,SV Contact Area - Rear,SV Contact Area - Top,SV Contact Area - Front,SV Contact Area - Rear Right,SV Contact Area - Right,SV Contact Area - Front Right,SV Contact Area - Bottom,SV Contact Area - Unknown,Data Availability - EDR,Data Availability - Police Rpt,Data Availability - Telematics,Data Availability - Complaints,Data Availability - Video,Data Availability - Other,Data Availability - No Data,Data Availability - Unknown,Investigating Agency,Investigating Agency - Unknown,Within ODD?,Within ODD? - CBI,Narrative,Narrative - CBI?,Source_System
30270-11204,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S19M1,Y,,JAGUAR, ,I-PACE, ,2021, ,df84fa8aece7066,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,5:58, ,48a69df2a6c3a88,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Van,No Injured Reported,Lane / Road Departure, , , , , , , , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , , , ,Y, , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 5:58 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a van at the entrance of a parking lot at [XXX]. 
The Waymo AV was stopped facing south at the entrance of a parking lot at [XXX] while yielding to traffic and preparing to make a left turn at the intersection at [XXX]. As the Waymo AV remained stopped, a van traveling westbound in the rightmost lane on [XXX] traveled onto the north sidewalk of [XXX]. It then entered the parking lot entrance from the sidewalk, traveling perpendicular to the standard direction of travel. The front of the van made contact with the front driver side of the Waymo AV, which was still stationary at intersection, causing the Waymo AV to spin and the front of the Waymo AV to then make contact with a sign pole. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11190,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S10R1,Y,,JAGUAR, ,I-PACE, ,2024, ,5dfc67f0ba73f41,,5th Generation ADS Version 10, ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,2:46, ,798ecf194f8aecb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Passenger Car,Property Damage. No Injured Reported,Proceeding Straight, , , , , , , , ,Y, , ,Stopped,"Yes Crash Partner, No Subject Vehicle","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, , , , , , , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 2:46 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Phoenix, Arizona was in a collision involving a passenger car on [XXX at [XXX]. 
The Waymo AV was stopped facing south in the rightmost lane on [XXX] for a red light at the intersection at [XXX]. While the Waymo AV remained stopped, a passenger car traveling southbound in the rightmost lane on [XXX] approached the Waymo AV from behind and the front of the passenger car made contact with the rear of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. Both vehicles sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because of airbag deployment and a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11209,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S17R1,Y,,JAGUAR, ,I-PACE, ,2024, ,f48582523327e68,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,9:05, ,c1816d4e297b197,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,No Injured Reported,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,10.0, , , , , , , , , , ,Y, , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 9:05 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Chandler, Arizona was in a collision involving an elevated gate track in a parking lot at [XXX]. 
The Waymo AV was traveling eastbound in a parking lot at [XXX] through a gate opening when the bottom of the Waymo AV made contact with the elevated gate track. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11205,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S19R1,Y,,JAGUAR, ,I-PACE, ,2024, ,8532dedf081c3c2,,5th Generation ADS Version 10, ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,22:04, ,dadd18ab4cc4fcb,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Intersection, , ,Y, , , , , ,Y, , , , , , , , , , ,Non-Motorist: Cyclist,Minor W/ Hospitalization,Passing,,,,,,,,,,,,Parked,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,0.0, , , , , , , , ,Y, , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 10:04 PM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a cyclist on [XXX] at [XXX]. 
The Waymo AV was stopped facing southeast in the right lane on [XXX] for a red light at the intersection at [XXX] when a Waymo AV passenger opted to end their ride prior to reaching their originally specified drop-off location, prompting the Waymo AV to park in-lane and activate its hazard lights for the passenger drop-off. A cyclist was traveling southeastbound on [XXX] in between vehicles in the right lane and vehicles stopped at the curb. As the cyclist passed the Waymo AV to the right, a Waymo AV passenger opened the front passenger side door and the front passenger side door of the Waymo AV made contact with the cyclist. The passengers in the vehicle were not belted at the time of the collision, as they were preparing to exit the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage. The cyclist reported minor injuries and was transported from the scene in an ambulance. 
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because an individual involved was transported from the scene to a hospital for medical treatment and a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11189,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S16R1,Y,,JAGUAR, ,I-PACE, ,2024, ,1b7dc32c40bb9b6,,5th Generation ADS Version 10, ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,9:00, ,910fc9a34852241,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Heavy Truck,Property Damage. No Injured Reported,Proceeding Straight, ,Y, , , , , , , , , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,0.0, , , , ,Y, , , , , , , , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 9:00 AM PT a Waymo Autonomous Vehicle (""Waymo AV"") operating in San Francisco, California was in a collision involving a heavy truck on [XXX] near [XXX].
The Waymo AV was traveling southbound on a narrow portion of [XXX] and came to a stop to yield to a heavy truck traveling northbound on [XXX]. As the heavy truck passed the Waymo AV, the driver side of the heavy truck made contact with the rear driver side of the stationary Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30270-11174,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S19R1,Y,,JAGUAR, ,I-PACE, ,2024, ,5071b1e30878c2e,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,8:16, ,14d3b0e6909827c,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Parking Lot, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,No Injured Reported,,,,,,,,,,,,,Proceeding Straight,"No Subject Vehicle, No Crash Partner","No Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,10.0, , , , , , , , , , ,Y, , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 8:16 AM MT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Chandler, Arizona was in a collision involving an elevated gate track in a parking lot at [XXX]. 
The Waymo AV was traveling eastbound in a parking lot at [XXX] through a gate opening when the bottom of the Waymo AV made contact with the elevated gate track. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
30610-11166,1,"Zoox, Inc.",5-Day,,,Jun-25,5TDDGRFH9KS,Y,,TOYOTA, ,Highlander, ,2019, ,0068afb8e0f4652,In-Vehicle (Commercial / Test),287.25.06.13, ,ADS,Verified Not Engaged,Zoox, , , , ,Y,Y, , , , , , ,Jun-25, ,15:29, ,e2bb33f022e4ab9,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , ,Y, , , , , , , , , , ,Pickup Truck,Property Damage. No Injured Reported,Proceeding Straight, , ,Y, , ,Y, , ,Y, , ,Stopped,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - All Belted,0.0, ,Y, , ,Y, , ,Y, , , , , , ,Y, ,Y, , , ,, ,Yes, ,"A Zoox vehicle (Vehicle 1) operating in autonomous mode was traveling in the left through lane (lane #2) on westbound [XXX], approaching [XXX] in Las Vegas. The Zoox vehicle operator disengaged from autonomy after the traffic light at [XXX] transitioned from green to yellow and braked, bringing the Zoox vehicle to a stop, at which point it was rear-ended by a pickup truck (Vehicle 2) traveling behind. Both vehicles sustained minor damage however, the Zoox vehicle was towed from the scene as its operator was not comfortable driving it back. There were no reported injuries, and the police were not notified.", ,ADS
30270-11146,1,Waymo LLC,5-Day,,,Jun-25,SADHW2S19R1,Y,,JAGUAR, ,I-PACE, ,2024, ,8f344f838cfd700,,"5th Generation ADS, Version 10", ,ADS,Verified Engaged,Waymo LLC, , ,Y, , , , , , , , , ,Jun-25, ,13:28, ,45b0caba122b97f,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Street, , ,Y, , , , , , , , ,Y, , , , , , , ,"Other, see Narrative",Property Damage. No Injured Reported,"Other, see Narrative", , , , , , , , , , ,Y,Proceeding Straight,"No Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - No Passenger In Vehicle,31.0, , , , , , ,Y, , , ,Y, , , ,Y, ,Y, , , ,, ,Yes, ,"On June [XXX], 2025 at 1:28 PM CT a Waymo Autonomous Vehicle (""Waymo AV"") operating in Austin, Texas was in a collision involving debris on [XXX] near [XXX]. 
The Waymo AV was traveling southeastbound on [XXX] in the right lane when the vehicle traveling ahead of the Waymo AV made contact with a stationary piece of debris that was in the roadway. The Waymo AV then made contact with the debris as it was moving across the roadway. At the time of the impact, the Waymo AV's Level 4 ADS was engaged in autonomous mode. The Waymo AV sustained damage.
Waymo is reporting this crash under Request No. 1 of Standing General Order 2021-01 because a vehicle involved was towed away. Waymo may supplement or correct its reporting with additional information as it may become available.", ,ADS
945-11574,2,"Nissan North America, Inc.",Update,,,SEP-2025,3PCAJ5CA7MF,Y,,INFINITI, ,QX50, ,2021, ,aa02783d2d83da5,Consumer,ProPilot Assist, ,ADAS,Alleged Engaged,, ,Y, , , , , , , , , , ,AUG-2025, ,13:30, ,1870d17d5f0663e,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Street, , , , , ,Y, , , , , , , , , , , , ,Y,SUV,Minor W/O Hospitalization,Unknown, , , , , , , , , , ,Y,Unknown,"Yes Subject Vehicle, Unknown Crash Partner",Unknown,Subject Vehicle - No Passenger In Vehicle,78.0, , ,Y, , , ,Y, , , , , ,Y, , ,Y, , , , ,,Y,"Unknown, see Narrative", ,"The information contained in this report is based on Nissan's understanding of the allegations received during Claimant's discussions with Nissan's Consumer Affairs representatives and Nissan's preliminary vehicle inspection.
On 8/21/25 claimant notified Nissan Consumer Affairs of an accident which reportedly occurred on 8/[XXX]/25.   The Claimant stated that the Claimant's son was driving the vehicle with ""cruise assist"" on with both hands on the wheel. Claimant stated the vehicle steered to the left on its own, colliding with oncoming traffic. Claimant was not hospitalized immediately after the incident but visited a physician on 8/20/25. Claimant states that the son sustained injuries to both hands and was concussed.
On 8/27/25, Nissan received the allegation that a curtain air bag had deployed during the incident and that claimant's son was hospitalized. 
On 9/4/25, Nissan inspected the vehicle. Primary vehicle damage was observed in the left front corner and proceeding down the left side of the vehicle. The left curtain, the driver, and the passenger knee airbags were deployed as a result of the impact. EDR data gathered from the vehicle did not support the claimant's allegations of the vehicle steering to the left proir to the incident.
On 9/10/25, Nissan requested a copy of the police report from the claimant. The claimant informed Nissan that they had already settled with the insurance company and that the investigation ""would no longer be applicable.""", ,ADAS
1306-11380,2,Toyota Motor Engineering & Manufacturing,Update,,,SEP-2025,2T3W1RFV7RC,Y,,TOYOTA, ,RAV4, ,2024, ,673405b03b171e6,Consumer,TSS 2.5, ,ADAS,Alleged Engaged,, ,Y,Y, ,Y, , , , , , , ,JUL-2025, ,00:15, ,a55ab68f14ccf71,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Highway / Freeway, , ,Y, , , , , ,Y, , , , , , , , , , ,Other Fixed Object,Serious W/ Hospitalization,,,,,,,,,,,,,Proceeding Straight,"Yes Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Unknown,71.0, , ,Y, , , ,Y, , , , , ,Y, ,Y,Y, ,Y, , ,California Highway Patrol, ,"Unknown, see Narrative", ,"From original report (July 25, 2025):
Entries in this report are based on unconfirmed allegations:
On July [XXX], 2025, Toyota received an initial contact from the driver of a rental vehicle involved in the crash. The driver described that cruise control was engaged with lane trace assist/lane departure assist and pre-collision system turned on leading up to the crash event. The driver alleged that while driving on a highway, the lane trace assist/lane departure assist failed to engage and keep vehicle within lanes, and the PCS failed to detect the median of the freeway and slow down the vehicle before impact. The driver stated he noticed twice before the incident the lane trace assist/lane departure would keep the vehicle in the lane. The driver stated the third time, the vehicle drifted out of the lane, and the driver side of the vehicle impacted the freeway median. The driver alleged the driver assistance features did not function properly and failed to prevent the accident.
As a result of the crash, the driver alleged that: the airbags deployed there was significant damage to the front driver's side of the vehicle, including the wheel, tire, bumper, and fender one of the five occupants seated in the left rear position sustained injuries to her left rib cage that required emergency room treatment (seat belt use unknown) and the vehicle was towed from the scene and deemed a total loss. 
The driver stated the California Highway Patrol responded to the crash and provided report numbers ""NCIC - 9650"".
From Update Report (September 15, 2025): 
On August 28, 2025, Toyota completed vehicle inspection field report related to the crash event and obtained the Event Data Recorder (EDR) record. The record indicated that the vehicle's Dynamic Radar Cruise Control (DRCC) was engaged in the recorded moments leading up to the crash event. Toyota is investigating the Lane Tracing Assist (LTA) engagement status, and the timing of driver inputs related to steering, acceleration, and braking. This information will be provided in a future update. Minor revisions to information in the report fields above were made based on factual information obtained from the field report and EDR record.", ,ADAS
28349-11568,2,"Lucid USA, Inc.",Update,,,SEP-2025,50EA1GBA4NA,Y,,LUCID, ,Air, ,2022, ,2f1e752f33246d9,Consumer,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS,Verified Engaged,, , ,Y, , , , , , , , , ,AUG-2025, ,14:04, ,71cd31ee315c0de,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION], ,,,Highway / Freeway, , , ,Y, , , , , , ,Y, , , , , , , , ,SUV,Unknown,Crossing into Opposing Lane,Y, ,Y, , , , , , , , ,Proceeding Straight,"Yes Subject Vehicle, Yes Crash Partner","Yes Subject Vehicle, Unknown Crash Partner",Subject Vehicle - All Belted,44.0, , , , , , ,Y, , ,Y, , , , ,Y, , , , , ,,Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Y,ADAS
29990-11688,1,"Rivian Automotive, LLC",5-Day,,,SEP-2025,7PDSGBBA4SN,Y,,RIVIAN, ,R1S, ,2025, ,92e14b65259b2e2,Consumer,2025.26.30, ,ADAS,Verified Engaged,, ,Y, , , , , , , , , , ,SEP-2025, ,08:13, ,f281769e4f9cdd6,,Y,,Y,[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],[MAY CONTAIN PERSONALLY IDENTIFIABLE INFORMATION],Highway / Freeway, , , , , ,Y, , ,Y, , , , , , , , , , ,Other Fixed Object,Unknown,,,,,,,,,,,,,Unknown,"Yes Subject Vehicle, No Crash Partner","Yes Subject Vehicle, No Crash Partner",Subject Vehicle - Not Belted - see Narrative,50.0, , , , , , ,Y, , , , , , , ,Y,Y, , , , ,No, ,Yes, ,"On September 8, 2025, we learned about a single-vehicle collision involving a [XXX] loaner vehicle. Specifically, on September [XXX], 2025, at approximately 8:13 a.m. MST, the subject vehicle was traveling on Interstate [XXX] near the [XXX] exit in Tempe, Arizona. The driver alleges that the ""driver plus feature"" was active and that the vehicle ""veered sharply left,"" causing it to collide with the center median. The vehicle was subsequently towed from the scene. The driver reported visiting an urgent care facility. It is unknown whether he sustained injuries.
Based on available telematics, 33 seconds before the collision, the driver activated ACC. Then, 9 seconds before the collision, he activated Highway Assist. Next, 4 seconds after activating Highway Assist, the driver unbuckled his seatbelt while the vehicle was traveling 62 mph. The driver's actions triggered Highway Assist to disengage and issue audible and visual driver warnings. The driver immediately steered left, and the vehicle struck the center median. The vehicle was traveling at approximately 50 mph at the time of the crash.
Based on the information available, [XXX] believes the driver steering the vehicle left immediately before the impact caused the collision.", ,ADAS
